id,customer_id,order_date,status,total_amount
72,91,2022-01-01 00:01:12,paid,576.45
73,68,2022-01-01 00:01:13,paid,140.33
74,17,2022-01-01 00:01:14,pending,563.92
75,77,2022-01-01 00:01:15,pending,741.18
76,52,2022-01-01 00:01:16,pending,351.56
77,90,2022-01-01 00:01:17,paid,907.41
78,16,2022-01-01 00:01:18,pending,191.27
79,58,2022-01-01 00:01:19,pending,236.10
80,8,2022-01-01 00:01:20,pending,855.88
81,72,2022-01-01 00:01:21,paid,205.12
82,62,2022-01-01 00:01:22,paid,294.93
83,42,2022-01-01 00:01:23,pending,695.51
84,24,2022-01-01 00:01:24,pending,452.97
85,82,2022-01-01 00:01:25,pending,198.12
86,63,2022-01-01 00:01:26,pending,450.35
87,87,2022-01-01 00:01:27,paid,658.93
88,18,2022-01-01 00:01:28,pending,780.57
89,12,2022-01-01 00:01:29,pending,387.05
90,19,2022-01-01 00:01:30,paid,913.64
91,89,2022-01-01 00:01:31,pending,700.58
92,12,2022-01-01 00:01:32,pending,711.53
93,47,2022-01-01 00:01:33,pending,17.48
94,56,2022-01-01 00:01:34,paid,359.44
95,48,2022-01-01 00:01:35,paid,912.51
96,11,2022-01-01 00:01:36,paid,96.15
97,56,2022-01-01 00:01:37,paid,255.41
98,65,2022-01-01 00:01:38,pending,886.45
99,41,2022-01-01 00:01:39,paid,922.03
100,99,2022-01-01 00:01:40,pending,320.96
101,67,2022-01-01 00:01:41,paid,727.14
102,11,2022-01-01 00:01:42,pending,450.75
103,48,2022-01-01 00:01:43,pending,165.90
104,9,2022-01-01 00:01:44,pending,969.08
105,4,2022-01-01 00:01:45,pending,271.14
106,68,2022-01-01 00:01:46,paid,137.05
107,74,2022-01-01 00:01:47,paid,394.20
108,44,2022-01-01 00:01:48,paid,117.43
109,57,2022-01-01 00:01:49,pending,999.49
110,74,2022-01-01 00:01:50,pending,928.05
111,99,2022-01-01 00:01:51,paid,626.37
112,81,2022-01-01 00:01:52,pending,55.80
113,69,2022-01-01 00:01:53,pending,16.66
114,83,2022-01-01 00:01:54,paid,882.13
115,72,2022-01-01 00:01:55,pending,32.09
116,58,2022-01-01 00:01:56,paid,463.10
117,57,2022-01-01 00:01:57,pending,393.19
118,67,2022-01-01 00:01:58,paid,879.33
119,30,2022-01-01 00:01:59,pending,459.68
120,54,2022-01-01 00:02:00,paid,325.75
121,58,2022-01-01 00:02:01,paid,242.00
122,11,2022-01-01 00:02:02,pending,346.05
123,16,2022-01-01 00:02:03,paid,584.75
124,38,2022-01-01 00:02:04,paid,133.61
125,44,2022-01-01 00:02:05,pending,994.96
126,88,2022-01-01 00:02:06,paid,618.38
127,64,2022-01-01 00:02:07,pending,901.59
128,47,2022-01-01 00:02:08,pending,138.31
129,39,2022-01-01 00:02:09,paid,227.36
130,76,2022-01-01 00:02:10,pending,854.35
131,29,2022-01-01 00:02:11,paid,30.12
132,44,2022-01-01 00:02:12,pending,709.47
133,69,2022-01-01 00:02:13,paid,627.95
134,7,2022-01-01 00:02:14,paid,655.28
135,85,2022-01-01 00:02:15,pending,60.94
136,63,2022-01-01 00:02:16,paid,73.63
137,9,2022-01-01 00:02:17,pending,962.17
138,26,2022-01-01 00:02:18,pending,806.20
139,63,2022-01-01 00:02:19,pending,911.23
140,76,2022-01-01 00:02:20,pending,971.35
141,36,2022-01-01 00:02:21,pending,126.36
142,84,2022-01-01 00:02:22,paid,795.80
143,49,2022-01-01 00:02:23,pending,914.05
144,99,2022-01-01 00:02:24,pending,17.38
145,79,2022-01-01 00:02:25,paid,640.39
146,45,2022-01-01 00:02:26,pending,25.74
147,39,2022-01-01 00:02:27,pending,113.82
148,49,2022-01-01 00:02:28,pending,799.28
149,41,2022-01-01 00:02:29,paid,176.58
150,85,2022-01-01 00:02:30,paid,869.71
151,65,2022-01-01 00:02:31,paid,990.51
152,63,2022-01-01 00:02:32,paid,999.42
153,81,2022-01-01 00:02:33,pending,972.39
154,40,2022-01-01 00:02:34,paid,992.34
155,23,2022-01-01 00:02:35,pending,585.33
156,80,2022-01-01 00:02:36,pending,75.75
157,65,2022-01-01 00:02:37,pending,224.67
158,48,2022-01-01 00:02:38,pending,587.98
159,76,2022-01-01 00:02:39,paid,250.43
160,2,2022-01-01 00:02:40,pending,286.32
161,87,2022-01-01 00:02:41,paid,813.08
162,1,2022-01-01 00:02:42,paid,449.77
163,21,2022-01-01 00:02:43,pending,495.39
164,9,2022-01-01 00:02:44,paid,92.75
165,55,2022-01-01 00:02:45,paid,950.27
166,74,2022-01-01 00:02:46,pending,28.88
167,50,2022-01-01 00:02:47,pending,653.08
168,54,2022-01-01 00:02:48,paid,227.88
169,98,2022-01-01 00:02:49,paid,606.59
170,65,2022-01-01 00:02:50,paid,894.26
171,93,2022-01-01 00:02:51,pending,337.62
172,80,2022-01-01 00:02:52,pending,962.66
173,87,2022-01-01 00:02:53,paid,806.91
174,51,2022-01-01 00:02:54,paid,253.01
175,47,2022-01-01 00:02:55,pending,916.94
176,49,2022-01-01 00:02:56,paid,357.47
177,85,2022-01-01 00:02:57,paid,147.24
178,71,2022-01-01 00:02:58,paid,441.47
179,81,2022-01-01 00:02:59,paid,472.87
180,25,2022-01-01 00:03:00,paid,533.08
181,6,2022-01-01 00:03:01,paid,128.75
182,55,2022-01-01 00:03:02,paid,547.26
183,20,2022-01-01 00:03:03,paid,971.10
184,88,2022-01-01 00:03:04,pending,246.30
185,68,2022-01-01 00:03:05,pending,156.98
186,58,2022-01-01 00:03:06,pending,572.39
187,83,2022-01-01 00:03:07,paid,613.90
188,35,2022-01-01 00:03:08,paid,305.57
189,27,2022-01-01 00:03:09,pending,303.68
190,49,2022-01-01 00:03:10,paid,797.59
191,92,2022-01-01 00:03:11,pending,598.16
192,59,2022-01-01 00:03:12,pending,611.62
193,39,2022-01-01 00:03:13,pending,179.21
194,1,2022-01-01 00:03:14,pending,258.08
195,75,2022-01-01 00:03:15,paid,751.41
196,99,2022-01-01 00:03:16,pending,858.30
197,98,2022-01-01 00:03:17,paid,512.87
198,34,2022-01-01 00:03:18,pending,490.80
199,43,2022-01-01 00:03:19,paid,768.47
200,49,2022-01-01 00:03:20,pending,178.83
201,71,2022-01-01 00:03:21,paid,289.05
202,17,2022-01-01 00:03:22,paid,963.42
203,67,2022-01-01 00:03:23,paid,21.49
204,29,2022-01-01 00:03:24,pending,272.57
205,55,2022-01-01 00:03:25,pending,536.70
206,10,2022-01-01 00:03:26,paid,845.17
207,50,2022-01-01 00:03:27,pending,165.80
208,48,2022-01-01 00:03:28,pending,797.44
209,71,2022-01-01 00:03:29,pending,119.91
210,18,2022-01-01 00:03:30,pending,29.68
211,77,2022-01-01 00:03:31,pending,14.53
212,85,2022-01-01 00:03:32,pending,63.26
213,91,2022-01-01 00:03:33,pending,127.10
214,53,2022-01-01 00:03:34,pending,570.02
215,88,2022-01-01 00:03:35,paid,404.40
216,62,2022-01-01 00:03:36,paid,310.99
217,19,2022-01-01 00:03:37,pending,706.62
218,68,2022-01-01 00:03:38,paid,936.03
219,84,2022-01-01 00:03:39,paid,25.47
220,62,2022-01-01 00:03:40,paid,113.21
221,65,2022-01-01 00:03:41,paid,446.33
222,31,2022-01-01 00:03:42,paid,754.15
223,93,2022-01-01 00:03:43,pending,437.50
224,51,2022-01-01 00:03:44,pending,680.86
225,12,2022-01-01 00:03:45,pending,644.83
226,18,2022-01-01 00:03:46,paid,939.92
227,36,2022-01-01 00:03:47,paid,745.48
228,26,2022-01-01 00:03:48,paid,111.46
229,73,2022-01-01 00:03:49,pending,72.09
230,87,2022-01-01 00:03:50,paid,383.21
231,33,2022-01-01 00:03:51,pending,657.16
232,33,2022-01-01 00:03:52,pending,863.99
233,73,2022-01-01 00:03:53,pending,66.90
234,49,2022-01-01 00:03:54,paid,596.46
235,10,2022-01-01 00:03:55,paid,895.03
236,27,2022-01-01 00:03:56,paid,995.45
237,80,2022-01-01 00:03:57,pending,69.13
238,78,2022-01-01 00:03:58,paid,985.99
239,89,2022-01-01 00:03:59,paid,185.60
240,79,2022-01-01 00:04:00,paid,944.50
241,30,2022-01-01 00:04:01,paid,934.14
242,5,2022-01-01 00:04:02,pending,656.61
243,53,2022-01-01 00:04:03,pending,298.44
244,49,2022-01-01 00:04:04,pending,897.05
245,81,2022-01-01 00:04:05,pending,627.20
246,76,2022-01-01 00:04:06,paid,909.58
247,48,2022-01-01 00:04:07,pending,857.87
248,96,2022-01-01 00:04:08,pending,19.21
249,68,2022-01-01 00:04:09,pending,145.50
250,62,2022-01-01 00:04:10,pending,844.28
251,89,2022-01-01 00:04:11,paid,899.71
252,74,2022-01-01 00:04:12,paid,92.57
253,92,2022-01-01 00:04:13,paid,765.41
254,1,2022-01-01 00:04:14,pending,723.44
255,95,2022-01-01 00:04:15,pending,395.96
256,1,2022-01-01 00:04:16,paid,337.09
257,17,2022-01-01 00:04:17,pending,962.65
258,52,2022-01-01 00:04:18,paid,12.43
259,62,2022-01-01 00:04:19,pending,219.89
260,28,2022-01-01 00:04:20,pending,456.66
261,85,2022-01-01 00:04:21,pending,603.05
262,96,2022-01-01 00:04:22,pending,252.43
263,32,2022-01-01 00:04:23,paid,274.32
264,81,2022-01-01 00:04:24,pending,192.59
265,7,2022-01-01 00:04:25,paid,251.48
266,74,2022-01-01 00:04:26,pending,177.96
267,77,2022-01-01 00:04:27,paid,755.72
268,5,2022-01-01 00:04:28,pending,920.07
269,61,2022-01-01 00:04:29,pending,696.74
270,30,2022-01-01 00:04:30,paid,738.66
271,41,2022-01-01 00:04:31,pending,776.74
272,38,2022-01-01 00:04:32,pending,72.89
273,34,2022-01-01 00:04:33,pending,39.94
274,9,2022-01-01 00:04:34,pending,935.60
275,93,2022-01-01 00:04:35,pending,819.84
276,94,2022-01-01 00:04:36,paid,431.39
277,55,2022-01-01 00:04:37,paid,944.06
278,75,2022-01-01 00:04:38,paid,632.31
279,69,2022-01-01 00:04:39,paid,744.73
280,70,2022-01-01 00:04:40,paid,559.04
281,28,2022-01-01 00:04:41,paid,892.39
282,57,2022-01-01 00:04:42,paid,750.61
283,2,2022-01-01 00:04:43,paid,322.22
284,74,2022-01-01 00:04:44,pending,922.60
285,15,2022-01-01 00:04:45,pending,553.51
286,75,2022-01-01 00:04:46,pending,511.37
287,57,2022-01-01 00:04:47,pending,517.17
288,10,2022-01-01 00:04:48,pending,481.06
289,23,2022-01-01 00:04:49,paid,600.30
290,98,2022-01-01 00:04:50,paid,630.50
291,25,2022-01-01 00:04:51,paid,993.16
292,32,2022-01-01 00:04:52,pending,778.65
293,61,2022-01-01 00:04:53,paid,580.96
294,82,2022-01-01 00:04:54,paid,630.19
295,47,2022-01-01 00:04:55,paid,561.53
296,10,2022-01-01 00:04:56,paid,826.87
297,2,2022-01-01 00:04:57,paid,689.33
298,67,2022-01-01 00:04:58,pending,675.58
299,77,2022-01-01 00:04:59,pending,547.59
300,51,2022-01-01 00:05:00,pending,310.85
301,26,2022-01-01 00:05:01,paid,532.45
302,47,2022-01-01 00:05:02,paid,597.07
303,33,2022-01-01 00:05:03,pending,296.35
304,14,2022-01-01 00:05:04,paid,905.15
305,38,2022-01-01 00:05:05,paid,242.86
306,97,2022-01-01 00:05:06,paid,8.40
307,62,2022-01-01 00:05:07,paid,290.83
308,48,2022-01-01 00:05:08,pending,734.16
309,13,2022-01-01 00:05:09,pending,533.38
310,63,2022-01-01 00:05:10,pending,680.63
311,82,2022-01-01 00:05:11,pending,605.21
312,26,2022-01-01 00:05:12,pending,262.18
313,29,2022-01-01 00:05:13,pending,541.93
314,92,2022-01-01 00:05:14,pending,582.18
315,84,2022-01-01 00:05:15,paid,665.75
316,47,2022-01-01 00:05:16,pending,148.49
317,47,2022-01-01 00:05:17,pending,564.18
318,70,2022-01-01 00:05:18,paid,245.16
319,59,2022-01-01 00:05:19,pending,542.06
320,93,2022-01-01 00:05:20,pending,852.45
321,21,2022-01-01 00:05:21,pending,21.56
322,100,2022-01-01 00:05:22,paid,368.05
323,28,2022-01-01 00:05:23,paid,241.28
324,68,2022-01-01 00:05:24,pending,23.78
325,38,2022-01-01 00:05:25,paid,262.33
326,12,2022-01-01 00:05:26,pending,814.90
327,11,2022-01-01 00:05:27,paid,728.01
328,64,2022-01-01 00:05:28,paid,963.30
329,22,2022-01-01 00:05:29,pending,43.46
330,21,2022-01-01 00:05:30,paid,421.29
331,73,2022-01-01 00:05:31,pending,642.44
332,54,2022-01-01 00:05:32,pending,689.08
333,44,2022-01-01 00:05:33,paid,790.78
334,96,2022-01-01 00:05:34,paid,267.12
335,66,2022-01-01 00:05:35,paid,939.50
336,35,2022-01-01 00:05:36,pending,393.41
337,6,2022-01-01 00:05:37,pending,985.22
338,30,2022-01-01 00:05:38,paid,326.40
339,63,2022-01-01 00:05:39,pending,921.63
340,14,2022-01-01 00:05:40,paid,325.48
341,88,2022-01-01 00:05:41,pending,272.80
342,31,2022-01-01 00:05:42,paid,654.22
343,92,2022-01-01 00:05:43,paid,387.81
344,41,2022-01-01 00:05:44,pending,385.19
345,15,2022-01-01 00:05:45,paid,145.82
346,12,2022-01-01 00:05:46,pending,521.09
347,63,2022-01-01 00:05:47,paid,871.49
348,44,2022-01-01 00:05:48,paid,962.98
349,23,2022-01-01 00:05:49,paid,293.25
350,85,2022-01-01 00:05:50,pending,154.66
351,50,2022-01-01 00:05:51,pending,190.13
352,24,2022-01-01 00:05:52,pending,811.09
353,84,2022-01-01 00:05:53,pending,967.60
354,75,2022-01-01 00:05:54,pending,999.23
355,79,2022-01-01 00:05:55,paid,779.00
356,76,2022-01-01 00:05:56,pending,981.23
357,8,2022-01-01 00:05:57,paid,966.23
358,30,2022-01-01 00:05:58,paid,652.86
359,79,2022-01-01 00:05:59,paid,531.86
360,50,2022-01-01 00:06:00,paid,113.85
361,82,2022-01-01 00:06:01,pending,74.61
362,79,2022-01-01 00:06:02,pending,892.64
363,61,2022-01-01 00:06:03,paid,121.14
364,41,2022-01-01 00:06:04,paid,614.24
365,83,2022-01-01 00:06:05,pending,69.14
366,34,2022-01-01 00:06:06,pending,447.92
367,75,2022-01-01 00:06:07,pending,20.44
368,56,2022-01-01 00:06:08,paid,500.56
369,19,2022-01-01 00:06:09,pending,627.38
370,32,2022-01-01 00:06:10,pending,431.84
371,53,2022-01-01 00:06:11,pending,701.81
372,25,2022-01-01 00:06:12,paid,958.91
373,52,2022-01-01 00:06:13,paid,743.13
374,4,2022-01-01 00:06:14,paid,591.33
375,39,2022-01-01 00:06:15,paid,730.56
376,85,2022-01-01 00:06:16,paid,890.74
377,13,2022-01-01 00:06:17,pending,494.13
378,1,2022-01-01 00:06:18,pending,785.63
379,97,2022-01-01 00:06:19,pending,730.29
380,34,2022-01-01 00:06:20,paid,987.56
381,12,2022-01-01 00:06:21,pending,260.02
382,93,2022-01-01 00:06:22,paid,353.57
383,74,2022-01-01 00:06:23,pending,440.73
384,19,2022-01-01 00:06:24,paid,118.28
385,39,2022-01-01 00:06:25,paid,738.27
386,7,2022-01-01 00:06:26,paid,279.70
387,43,2022-01-01 00:06:27,paid,341.03
388,93,2022-01-01 00:06:28,paid,64.26
389,37,2022-01-01 00:06:29,paid,355.55
390,9,2022-01-01 00:06:30,paid,319.54
391,4,2022-01-01 00:06:31,pending,561.31
392,80,2022-01-01 00:06:32,paid,887.22
393,14,2022-01-01 00:06:33,paid,922.46
394,22,2022-01-01 00:06:34,paid,493.99
395,71,2022-01-01 00:06:35,paid,54.85
396,21,2022-01-01 00:06:36,pending,465.17
397,78,2022-01-01 00:06:37,pending,629.07
398,28,2022-01-01 00:06:38,paid,613.04
399,89,2022-01-01 00:06:39,pending,253.91
400,89,2022-01-01 00:06:40,paid,981.56
401,85,2022-01-01 00:06:41,pending,728.98
402,93,2022-01-01 00:06:42,paid,739.11
403,7,2022-01-01 00:06:43,pending,681.54
404,76,2022-01-01 00:06:44,pending,402.73
405,36,2022-01-01 00:06:45,paid,509.64
406,74,2022-01-01 00:06:46,pending,749.98
407,66,2022-01-01 00:06:47,paid,242.23
408,50,2022-01-01 00:06:48,paid,228.89
409,52,2022-01-01 00:06:49,paid,396.49
410,86,2022-01-01 00:06:50,pending,411.56
411,49,2022-01-01 00:06:51,paid,163.94
412,20,2022-01-01 00:06:52,pending,53.75
413,33,2022-01-01 00:06:53,pending,288.56
414,90,2022-01-01 00:06:54,paid,620.66
415,82,2022-01-01 00:06:55,paid,814.27
416,79,2022-01-01 00:06:56,paid,717.95
417,23,2022-01-01 00:06:57,paid,473.31
418,91,2022-01-01 00:06:58,pending,727.88
419,8,2022-01-01 00:06:59,pending,863.33
420,82,2022-01-01 00:07:00,paid,91.46
421,92,2022-01-01 00:07:01,paid,718.22
422,33,2022-01-01 00:07:02,pending,100.84
423,49,2022-01-01 00:07:03,pending,515.99
424,11,2022-01-01 00:07:04,pending,770.10
425,79,2022-01-01 00:07:05,pending,386.94
426,13,2022-01-01 00:07:06,paid,337.77
427,92,2022-01-01 00:07:07,pending,786.27
428,70,2022-01-01 00:07:08,paid,221.37
429,97,2022-01-01 00:07:09,pending,677.46
430,11,2022-01-01 00:07:10,paid,791.80
431,3,2022-01-01 00:07:11,pending,36.32
432,59,2022-01-01 00:07:12,paid,164.67
433,15,2022-01-01 00:07:13,pending,330.16
434,8,2022-01-01 00:07:14,pending,315.99
435,86,2022-01-01 00:07:15,paid,252.86
436,63,2022-01-01 00:07:16,paid,221.16
437,49,2022-01-01 00:07:17,pending,403.27
438,84,2022-01-01 00:07:18,pending,389.23
439,81,2022-01-01 00:07:19,pending,783.60
440,43,2022-01-01 00:07:20,pending,118.29
441,67,2022-01-01 00:07:21,pending,963.41
442,59,2022-01-01 00:07:22,pending,33.30
443,33,2022-01-01 00:07:23,paid,506.37
444,7,2022-01-01 00:07:24,pending,984.35
445,22,2022-01-01 00:07:25,paid,788.93
446,63,2022-01-01 00:07:26,paid,181.08
447,38,2022-01-01 00:07:27,paid,653.50
448,31,2022-01-01 00:07:28,paid,518.01
449,56,2022-01-01 00:07:29,paid,433.61
450,11,2022-01-01 00:07:30,pending,406.22
451,5,2022-01-01 00:07:31,paid,764.32
452,84,2022-01-01 00:07:32,paid,68.02
453,35,2022-01-01 00:07:33,paid,248.51
454,81,2022-01-01 00:07:34,pending,174.30
455,46,2022-01-01 00:07:35,paid,488.18
456,34,2022-01-01 00:07:36,pending,908.43
457,36,2022-01-01 00:07:37,pending,209.43
458,77,2022-01-01 00:07:38,paid,25.73
459,26,2022-01-01 00:07:39,pending,210.90
460,63,2022-01-01 00:07:40,paid,244.24
461,5,2022-01-01 00:07:41,pending,647.85
462,10,2022-01-01 00:07:42,paid,350.49
463,38,2022-01-01 00:07:43,paid,727.05
464,26,2022-01-01 00:07:44,paid,732.72
465,73,2022-01-01 00:07:45,paid,232.89
466,54,2022-01-01 00:07:46,pending,664.87
467,45,2022-01-01 00:07:47,paid,430.91
468,27,2022-01-01 00:07:48,pending,555.64
469,78,2022-01-01 00:07:49,paid,801.90
470,26,2022-01-01 00:07:50,pending,550.43
471,25,2022-01-01 00:07:51,pending,748.75
472,21,2022-01-01 00:07:52,paid,327.46
473,23,2022-01-01 00:07:53,pending,887.47
474,33,2022-01-01 00:07:54,pending,665.23
475,97,2022-01-01 00:07:55,pending,784.95
476,62,2022-01-01 00:07:56,pending,374.68
477,89,2022-01-01 00:07:57,paid,38.43
478,48,2022-01-01 00:07:58,pending,487.57
479,95,2022-01-01 00:07:59,pending,404.73
480,8,2022-01-01 00:08:00,pending,171.50
481,40,2022-01-01 00:08:01,pending,282.49
482,44,2022-01-01 00:08:02,pending,702.38
483,71,2022-01-01 00:08:03,pending,226.16
484,94,2022-01-01 00:08:04,paid,966.95
485,50,2022-01-01 00:08:05,paid,328.22
486,30,2022-01-01 00:08:06,pending,390.38
487,16,2022-01-01 00:08:07,pending,244.04
488,58,2022-01-01 00:08:08,pending,888.65
489,94,2022-01-01 00:08:09,paid,354.02
490,53,2022-01-01 00:08:10,pending,430.19
491,13,2022-01-01 00:08:11,paid,58.30
492,80,2022-01-01 00:08:12,paid,58.33
493,78,2022-01-01 00:08:13,pending,481.65
494,90,2022-01-01 00:08:14,paid,773.60
495,53,2022-01-01 00:08:15,pending,929.67
496,37,2022-01-01 00:08:16,pending,504.32
497,100,2022-01-01 00:08:17,paid,282.14
498,98,2022-01-01 00:08:18,pending,504.03
499,49,2022-01-01 00:08:19,pending,135.20
500,84,2022-01-01 00:08:20,pending,906.09
501,15,2022-01-01 00:08:21,pending,911.59
502,77,2022-01-01 00:08:22,paid,838.46
503,73,2022-01-01 00:08:23,pending,346.25
504,83,2022-01-01 00:08:24,paid,456.05
505,75,2022-01-01 00:08:25,pending,724.59
506,67,2022-01-01 00:08:26,pending,482.93
507,22,2022-01-01 00:08:27,paid,1.72
508,26,2022-01-01 00:08:28,pending,373.81
509,31,2022-01-01 00:08:29,paid,462.87
510,66,2022-01-01 00:08:30,pending,1.73
511,1,2022-01-01 00:08:31,paid,899.11
512,49,2022-01-01 00:08:32,paid,857.92
513,46,2022-01-01 00:08:33,pending,366.89
514,86,2022-01-01 00:08:34,pending,110.57
515,53,2022-01-01 00:08:35,pending,476.02
516,65,2022-01-01 00:08:36,paid,510.35
517,54,2022-01-01 00:08:37,paid,807.99
518,27,2022-01-01 00:08:38,paid,53.71
519,83,2022-01-01 00:08:39,paid,504.86
520,7,2022-01-01 00:08:40,paid,518.91
521,41,2022-01-01 00:08:41,pending,288.78
522,73,2022-01-01 00:08:42,pending,475.30
523,36,2022-01-01 00:08:43,pending,173.29
524,30,2022-01-01 00:08:44,paid,132.58
525,58,2022-01-01 00:08:45,pending,909.36
526,42,2022-01-01 00:08:46,pending,445.14
527,13,2022-01-01 00:08:47,paid,773.22
528,4,2022-01-01 00:08:48,pending,215.15
529,76,2022-01-01 00:08:49,pending,647.15
530,65,2022-01-01 00:08:50,pending,548.90
531,89,2022-01-01 00:08:51,paid,470.83
532,73,2022-01-01 00:08:52,pending,912.10
533,21,2022-01-01 00:08:53,pending,47.85
534,36,2022-01-01 00:08:54,paid,203.01
535,22,2022-01-01 00:08:55,pending,880.41
536,10,2022-01-01 00:08:56,pending,716.06
537,79,2022-01-01 00:08:57,pending,175.30
538,62,2022-01-01 00:08:58,pending,604.40
539,96,2022-01-01 00:08:59,paid,414.63
540,42,2022-01-01 00:09:00,pending,465.87
541,63,2022-01-01 00:09:01,pending,917.81
542,1,2022-01-01 00:09:02,pending,975.24
543,63,2022-01-01 00:09:03,pending,633.86
544,83,2022-01-01 00:09:04,paid,64.44
545,55,2022-01-01 00:09:05,pending,998.68
546,96,2022-01-01 00:09:06,paid,12.73
547,35,2022-01-01 00:09:07,paid,67.27
548,28,2022-01-01 00:09:08,pending,950.67
549,58,2022-01-01 00:09:09,pending,288.51
550,92,2022-01-01 00:09:10,pending,704.31
551,78,2022-01-01 00:09:11,pending,228.32
552,52,2022-01-01 00:09:12,pending,610.37
553,48,2022-01-01 00:09:13,pending,267.00
554,7,2022-01-01 00:09:14,pending,918.24
555,36,2022-01-01 00:09:15,paid,797.26
556,49,2022-01-01 00:09:16,pending,661.58
557,32,2022-01-01 00:09:17,pending,731.90
558,75,2022-01-01 00:09:18,pending,429.80
559,97,2022-01-01 00:09:19,paid,193.42
560,56,2022-01-01 00:09:20,paid,299.18
561,32,2022-01-01 00:09:21,pending,102.71
562,94,2022-01-01 00:09:22,paid,293.26
563,46,2022-01-01 00:09:23,paid,9.77
564,91,2022-01-01 00:09:24,pending,134.26
565,28,2022-01-01 00:09:25,pending,916.85
566,16,2022-01-01 00:09:26,pending,719.77
567,27,2022-01-01 00:09:27,paid,32.61
568,97,2022-01-01 00:09:28,pending,713.12
569,61,2022-01-01 00:09:29,pending,365.95
570,2,2022-01-01 00:09:30,pending,871.37
571,22,2022-01-01 00:09:31,pending,818.82
572,95,2022-01-01 00:09:32,paid,251.22
573,58,2022-01-01 00:09:33,pending,969.80
574,52,2022-01-01 00:09:34,paid,231.14
575,17,2022-01-01 00:09:35,pending,53.53
576,65,2022-01-01 00:09:36,paid,367.15
577,86,2022-01-01 00:09:37,pending,735.88
578,35,2022-01-01 00:09:38,pending,459.81
579,50,2022-01-01 00:09:39,paid,160.78
580,52,2022-01-01 00:09:40,pending,851.91
581,39,2022-01-01 00:09:41,pending,401.77
